date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2021-02-02,2021,2,2,Oceania,New Zealand,Antipyretic,Ibuprofen,26-45,816,41.82,4103,659,1
2025-09-19,2025,9,19,East Asia,China,Vitamin,Multivitamin,13-25,114,97.52,4959,700,0
2020-01-22,2020,1,22,Oceania,Australia,Chronic,Metformin,13-25,419,94.62,4511,323,1
2021-08-05,2021,8,5,Oceania,Australia,Vitamin,Multivitamin,46-65,209,9.44,4961,536,1
2024-03-19,2024,3,19,Oceania,Australia,Antibiotic,Amoxicillin,26-45,547,52.85,4384,41,0
2021-11-30,2021,11,30,Europe,France,Antibiotic,Azithromycin,13-25,504,64.79,4406,596,1
2021-11-07,2021,11,7,Africa,Kenya,Vitamin,Multivitamin,13-25,450,41.15,4594,207,1
2024-07-30,2024,7,30,Middle East,UAE,Antipyretic,Ibuprofen,46-65,220,75.45,4670,439,0
2025-09-12,2025,9,12,North America,Canada,Chronic,Metformin,0-12,205,54.18,4930,411,0
2025-08-24,2025,8,24,Oceania,Australia,Antibiotic,Amoxicillin,65+,281,16.48,4878,143,0
2020-01-25,2020,1,25,East Asia,China,Vitamin,Multivitamin,46-65,693,20.53,4151,436,1
2025-12-28,2025,12,28,Africa,Kenya,Chronic,Amlodipine,65+,223,93.25,4656,618,0
2021-01-12,2021,1,12,South Asia,Bangladesh,Antipyretic,Paracetamol,0-12,763,84.12,4144,232,1
2024-11-04,2024,11,4,Europe,France,Chronic,Amlodipine,13-25,389,72.96,4443,121,0
2025-04-17,2025,4,17,Africa,Kenya,Antipyretic,Ibuprofen,46-65,626,17.66,4506,536,0
2021-10-04,2021,10,4,Africa,Kenya,Antibiotic,Azithromycin,65+,415,11.65,4534,355,1
2022-05-01,2022,5,1,South Asia,Sri Lanka,Chronic,Metformin,65+,256,23.6,4671,375,0
2022-07-28,2022,7,28,East Asia,South Korea,Antipyretic,Ibuprofen,46-65,312,20.41,4885,122,0
2021-04-29,2021,4,29,North America,Canada,Cough_Cold,Cough Syrup,0-12,491,71.21,4458,716,1
2022-08-19,2022,8,19,North America,USA,Antibiotic,Azithromycin,65+,334,67.76,4477,313,0
2023-01-23,2023,1,23,South America,Argentina,Antibiotic,Azithromycin,65+,529,70.22,4615,720,0
2023-11-24,2023,11,24,Oceania,New Zealand,Chronic,Metformin,26-45,261,55.32,4919,32,0
2025-07-07,2025,7,7,South America,Brazil,Antibiotic,Amoxicillin,65+,319,5.16,4881,173,0
2024-01-01,2024,1,1,North America,USA,Vitamin,Vitamin C,0-12,1776,18.68,3079,616,0
2023-04-20,2023,4,20,North America,USA,Cough_Cold,Cough Syrup,46-65,553,71.13,4466,476,0
2023-06-13,2023,6,13,Africa,Nigeria,Antipyretic,Ibuprofen,65+,345,75.59,4747,362,0
2024-03-19,2024,3,19,Africa,Nigeria,Antipyretic,Ibuprofen,26-45,400,55.85,4442,674,0
2022-08-11,2022,8,11,South Asia,India,Chronic,Metformin,46-65,158,84.09,4960,545,0
2020-07-25,2020,7,25,Europe,France,Cough_Cold,Cetirizine,65+,437,74.35,4412,339,1
2021-11-30,2021,11,30,Europe,France,Cough_Cold,Cetirizine,46-65,340,61.48,4686,254,1
2022-10-20,2022,10,20,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,242,66.56,4761,586,0
2025-04-13,2025,4,13,South Asia,Bangladesh,Chronic,Metformin,65+,318,38.43,4752,498,0
2025-09-02,2025,9,2,South America,Brazil,Vitamin,Multivitamin,46-65,303,99.0,4588,326,0
2024-06-13,2024,6,13,Oceania,Australia,Antibiotic,Azithromycin,46-65,263,28.93,4878,324,0
2022-09-06,2022,9,6,Middle East,UAE,Vitamin,Multivitamin,13-25,161,14.6,4858,566,0
2023-04-04,2023,4,4,Oceania,New Zealand,Antipyretic,Ibuprofen,13-25,428,11.47,4381,41,0
2020-05-13,2020,5,13,Africa,Nigeria,Cough_Cold,Cough Syrup,65+,454,67.29,4643,320,1
2021-05-13,2021,5,13,North America,USA,Antipyretic,Paracetamol,0-12,374,56.97,4545,668,1
2022-06-07,2022,6,7,South America,Brazil,Vitamin,Multivitamin,0-12,254,29.93,4930,690,0
2023-07-19,2023,7,19,Africa,Kenya,Antipyretic,Paracetamol,46-65,375,83.2,4695,67,0
2020-10-06,2020,10,6,Europe,France,Cough_Cold,Cough Syrup,13-25,563,43.0,4471,615,1
2025-09-25,2025,9,25,South America,Argentina,Cough_Cold,Cough Syrup,13-25,205,73.5,4683,566,0
2025-02-10,2025,2,10,North America,USA,Antipyretic,Ibuprofen,26-45,353,78.12,4715,63,0
2023-07-01,2023,7,1,East Asia,South Korea,Cough_Cold,Cetirizine,46-65,386,30.39,4699,574,0
2021-04-19,2021,4,19,South Asia,Sri Lanka,Cough_Cold,Cetirizine,26-45,543,67.06,4607,245,1
2020-11-17,2020,11,17,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,13-25,456,91.3,4717,48,1
2021-08-27,2021,8,27,North America,Canada,Antibiotic,Azithromycin,46-65,295,70.86,4817,597,1
2022-10-24,2022,10,24,South Asia,Sri Lanka,Chronic,Metformin,0-12,304,68.97,4568,431,0
2020-06-04,2020,6,4,Africa,Kenya,Cough_Cold,Cough Syrup,0-12,636,61.53,4189,708,1
2023-03-09,2023,3,9,Europe,UK,Antibiotic,Azithromycin,46-65,610,12.87,4338,305,0
2022-01-24,2022,1,24,Oceania,Australia,Antipyretic,Paracetamol,65+,569,26.72,4405,422,0
2023-04-22,2023,4,22,East Asia,South Korea,Chronic,Amlodipine,26-45,332,33.76,4853,674,0
2025-08-21,2025,8,21,Africa,Kenya,Chronic,Metformin,0-12,279,99.97,4531,641,0
2022-04-02,2022,4,2,South America,Brazil,Chronic,Amlodipine,65+,666,42.48,4506,513,0
2021-03-19,2021,3,19,North America,USA,Cough_Cold,Cetirizine,0-12,739,68.63,4184,525,1
2021-07-17,2021,7,17,South America,Argentina,Antibiotic,Amoxicillin,65+,395,42.87,4667,58,1
2022-09-11,2022,9,11,Europe,France,Antipyretic,Ibuprofen,13-25,241,38.45,4684,284,0
2021-03-30,2021,3,30,Africa,Kenya,Vitamin,Vitamin C,26-45,846,93.91,4253,349,1
2022-01-24,2022,1,24,Africa,Nigeria,Vitamin,Vitamin C,0-12,331,30.73,4777,452,0
2023-12-27,2023,12,27,Africa,Kenya,Vitamin,Vitamin C,65+,481,14.93,4705,349,0
2022-09-25,2022,9,25,South Asia,Bangladesh,Antipyretic,Ibuprofen,65+,312,96.68,4712,316,0
2021-11-08,2021,11,8,South America,Argentina,Antibiotic,Azithromycin,65+,450,87.59,4685,244,1
2023-06-08,2023,6,8,South America,Brazil,Chronic,Amlodipine,65+,445,89.26,4448,516,0
2022-01-21,2022,1,21,Africa,Nigeria,Cough_Cold,Cetirizine,0-12,303,8.78,4560,639,0
2023-01-15,2023,1,15,Middle East,UAE,Antibiotic,Azithromycin,13-25,346,5.18,4524,233,0
2023-09-29,2023,9,29,Oceania,New Zealand,Chronic,Metformin,65+,214,95.86,4751,432,0
2022-07-14,2022,7,14,North America,Canada,Vitamin,Vitamin C,13-25,249,9.5,4895,185,0
2022-12-24,2022,12,24,Europe,Germany,Chronic,Amlodipine,13-25,287,16.92,4780,492,0
2020-08-27,2020,8,27,Middle East,UAE,Vitamin,Vitamin C,26-45,545,6.56,4414,55,1
2021-11-25,2021,11,25,Middle East,UAE,Antibiotic,Azithromycin,0-12,350,70.89,4681,426,1
2021-08-04,2021,8,4,South Asia,Bangladesh,Antipyretic,Ibuprofen,13-25,501,25.68,4643,408,1
2022-12-19,2022,12,19,North America,USA,Antipyretic,Paracetamol,65+,178,85.12,4919,660,0
2021-11-13,2021,11,13,Africa,Nigeria,Vitamin,Vitamin C,65+,495,84.65,4512,718,1
2021-12-27,2021,12,27,Africa,Kenya,Antibiotic,Azithromycin,0-12,709,14.41,4406,61,1
2021-05-23,2021,5,23,South America,Brazil,Chronic,Metformin,0-12,896,93.18,4185,401,1
2021-05-15,2021,5,15,Oceania,Australia,Antibiotic,Azithromycin,13-25,612,76.6,4421,527,1
2022-01-10,2022,1,10,South Asia,Sri Lanka,Vitamin,Multivitamin,0-12,518,49.28,4672,122,0
2022-10-22,2022,10,22,East Asia,South Korea,Chronic,Metformin,46-65,220,26.77,4811,702,0
2025-05-30,2025,5,30,Africa,Nigeria,Cough_Cold,Cough Syrup,65+,490,62.71,4446,71,0
2022-06-28,2022,6,28,South America,Brazil,Cough_Cold,Cetirizine,0-12,353,47.2,4621,471,0
2022-04-19,2022,4,19,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,13-25,605,79.82,4431,226,0
2024-07-19,2024,7,19,South America,Argentina,Antipyretic,Ibuprofen,46-65,263,87.51,4539,151,0
2021-06-01,2021,6,1,South America,Argentina,Chronic,Amlodipine,26-45,633,64.93,4515,289,1
2021-02-12,2021,2,12,North America,USA,Chronic,Amlodipine,13-25,660,12.96,4282,74,1
2020-03-18,2020,3,18,Oceania,Australia,Antibiotic,Amoxicillin,26-45,783,95.51,4315,608,1
2025-11-13,2025,11,13,South Asia,Sri Lanka,Antipyretic,Paracetamol,13-25,225,85.63,4732,61,0
2023-02-25,2023,2,25,East Asia,Japan,Chronic,Amlodipine,26-45,621,22.51,4268,120,0
2021-11-22,2021,11,22,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,414,77.94,4748,620,1
2025-10-05,2025,10,5,East Asia,Japan,Vitamin,Vitamin C,46-65,161,24.49,4814,223,0
2025-06-17,2025,6,17,Europe,France,Antipyretic,Ibuprofen,0-12,429,96.49,4451,107,0
2021-07-20,2021,7,20,Africa,Nigeria,Cough_Cold,Cough Syrup,13-25,378,55.0,4586,30,1
2025-12-29,2025,12,29,South America,Brazil,Chronic,Amlodipine,65+,255,71.78,4639,179,0
2024-03-13,2024,3,13,Africa,Nigeria,Antipyretic,Paracetamol,46-65,576,70.28,4593,188,0
2025-07-30,2025,7,30,East Asia,South Korea,Cough_Cold,Cetirizine,26-45,193,64.86,4730,687,0
2024-03-27,2024,3,27,Africa,Nigeria,Chronic,Metformin,0-12,693,79.18,4303,368,0
2022-01-05,2022,1,5,Africa,Nigeria,Antibiotic,Azithromycin,13-25,487,72.99,4587,242,0
2022-12-15,2022,12,15,Europe,UK,Antibiotic,Amoxicillin,26-45,227,63.93,4622,290,0
2025-11-06,2025,11,6,South America,Argentina,Antipyretic,Ibuprofen,13-25,188,64.06,4903,105,0
2023-02-06,2023,2,6,East Asia,South Korea,Cough_Cold,Cough Syrup,46-65,521,33.05,4350,277,0
2020-09-26,2020,9,26,South Asia,India,Antibiotic,Azithromycin,0-12,271,32.29,4892,227,1
2023-04-13,2023,4,13,Africa,Nigeria,Antipyretic,Paracetamol,65+,575,61.02,4387,37,0
2020-12-29,2020,12,29,South America,Argentina,Chronic,Metformin,26-45,633,84.81,4483,127,1
2023-09-24,2023,9,24,Oceania,New Zealand,Chronic,Amlodipine,46-65,163,46.99,4886,395,0
2024-11-04,2024,11,4,Africa,Kenya,Antibiotic,Azithromycin,13-25,264,82.71,4637,420,0
2020-02-10,2020,2,10,Middle East,Saudi Arabia,Chronic,Amlodipine,65+,747,77.8,4285,392,1
2024-11-12,2024,11,12,South America,Argentina,Cough_Cold,Cough Syrup,0-12,282,19.06,4635,140,0
2023-12-06,2023,12,6,Europe,UK,Cough_Cold,Cough Syrup,0-12,253,55.58,4794,148,0
2024-12-11,2024,12,11,Europe,Germany,Antipyretic,Paracetamol,0-12,326,44.09,4572,325,0
2020-04-15,2020,4,15,Oceania,New Zealand,Antibiotic,Azithromycin,46-65,847,17.68,4280,291,1
2022-03-24,2022,3,24,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,643,92.26,4177,288,0
2024-11-15,2024,11,15,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,417,23.07,4653,321,0
2021-09-26,2021,9,26,South Asia,India,Chronic,Amlodipine,26-45,354,33.92,4584,31,1
2021-05-11,2021,5,11,South Asia,Bangladesh,Antibiotic,Azithromycin,13-25,426,78.06,4770,569,1
2021-10-25,2021,10,25,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,0-12,224,69.74,4765,421,1
2025-04-14,2025,4,14,Europe,Germany,Cough_Cold,Cetirizine,13-25,265,72.49,4628,606,0
2024-08-15,2024,8,15,Africa,Nigeria,Antipyretic,Ibuprofen,65+,177,91.26,5021,407,0
2021-08-30,2021,8,30,South America,Argentina,Cough_Cold,Cetirizine,65+,445,34.85,4716,715,1
2024-04-21,2024,4,21,North America,USA,Cough_Cold,Cough Syrup,26-45,560,8.99,4578,653,0
2021-10-27,2021,10,27,Africa,Nigeria,Chronic,Metformin,0-12,261,19.65,4724,610,1
2024-05-12,2024,5,12,East Asia,Japan,Chronic,Amlodipine,46-65,541,70.37,4328,394,0
2021-02-16,2021,2,16,North America,Canada,Vitamin,Multivitamin,65+,618,63.49,4222,560,1
2021-08-01,2021,8,1,South Asia,Sri Lanka,Cough_Cold,Cetirizine,13-25,452,55.17,4415,62,1
2021-03-01,2021,3,1,Oceania,New Zealand,Vitamin,Vitamin C,46-65,1013,37.24,3968,178,1
2022-01-03,2022,1,3,Europe,Germany,Vitamin,Vitamin C,46-65,306,14.53,4607,475,0
2023-05-25,2023,5,25,East Asia,Japan,Chronic,Metformin,65+,408,44.42,4443,440,0
2025-12-20,2025,12,20,East Asia,China,Antibiotic,Amoxicillin,0-12,260,42.4,4853,206,0
2020-11-26,2020,11,26,Oceania,New Zealand,Chronic,Amlodipine,65+,661,9.86,4215,442,1
2022-11-13,2022,11,13,Middle East,Saudi Arabia,Chronic,Metformin,26-45,313,52.19,4510,124,0
2020-01-31,2020,1,31,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,730,97.95,4265,550,1
2022-08-08,2022,8,8,Middle East,UAE,Antipyretic,Paracetamol,0-12,240,49.6,4659,539,0
2023-08-12,2023,8,12,Europe,UK,Vitamin,Vitamin C,65+,87,72.87,5066,480,0
2025-07-23,2025,7,23,South Asia,Bangladesh,Vitamin,Multivitamin,65+,423,46.95,4626,544,0
2023-04-06,2023,4,6,Africa,Nigeria,Chronic,Amlodipine,46-65,472,7.59,4525,645,0
2023-05-11,2023,5,11,East Asia,South Korea,Antibiotic,Amoxicillin,13-25,617,10.55,4500,480,0
2024-04-20,2024,4,20,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,280,50.07,4611,205,0
2024-02-19,2024,2,19,Oceania,Australia,Vitamin,Vitamin C,13-25,358,8.6,4834,268,0
2020-01-11,2020,1,11,Europe,UK,Vitamin,Vitamin C,46-65,540,99.64,4334,239,1
2025-04-12,2025,4,12,Africa,Nigeria,Antibiotic,Azithromycin,46-65,607,86.13,4480,191,0
2023-01-03,2023,1,3,Europe,UK,Cough_Cold,Cetirizine,0-12,458,94.07,4419,290,0
2022-04-20,2022,4,20,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,308,7.93,4720,454,0
2025-08-20,2025,8,20,East Asia,China,Vitamin,Multivitamin,13-25,363,69.82,4656,635,0
2023-09-22,2023,9,22,Europe,France,Antipyretic,Ibuprofen,65+,336,66.06,4573,83,0
2022-05-27,2022,5,27,North America,USA,Chronic,Metformin,65+,289,20.49,4708,461,0
2022-02-26,2022,2,26,Europe,France,Cough_Cold,Cough Syrup,0-12,286,6.34,4597,555,0
2024-11-28,2024,11,28,South America,Argentina,Cough_Cold,Cetirizine,46-65,320,6.3,4678,307,0
2020-07-19,2020,7,19,North America,Canada,Cough_Cold,Cetirizine,13-25,541,37.75,4386,226,1
2021-02-17,2021,2,17,North America,USA,Chronic,Amlodipine,46-65,538,57.34,4637,313,1
2023-06-16,2023,6,16,South Asia,India,Antipyretic,Paracetamol,46-65,377,96.32,4702,42,0
2022-09-19,2022,9,19,Europe,Germany,Antibiotic,Amoxicillin,65+,109,42.42,4973,81,0
2020-12-13,2020,12,13,Oceania,Australia,Vitamin,Multivitamin,46-65,775,9.25,4287,322,1
2024-08-22,2024,8,22,Middle East,UAE,Antibiotic,Amoxicillin,26-45,169,60.3,5003,75,0
2024-02-25,2024,2,25,South Asia,Bangladesh,Vitamin,Multivitamin,65+,276,92.69,4863,353,0
2024-06-25,2024,6,25,Middle East,Saudi Arabia,Antipyretic,Paracetamol,0-12,318,38.24,4501,372,0
2022-11-11,2022,11,11,East Asia,South Korea,Antipyretic,Ibuprofen,65+,186,14.32,4728,306,0
2022-05-28,2022,5,28,Europe,Germany,Vitamin,Vitamin C,26-45,319,9.74,4565,96,0
2023-03-15,2023,3,15,Europe,UK,Chronic,Metformin,65+,496,78.21,4378,87,0
2024-05-12,2024,5,12,Europe,UK,Vitamin,Multivitamin,13-25,491,36.7,4546,168,0
2020-07-20,2020,7,20,Oceania,New Zealand,Chronic,Amlodipine,13-25,590,61.9,4386,63,1
2020-10-26,2020,10,26,Europe,France,Antipyretic,Ibuprofen,46-65,377,12.73,4457,704,1
2021-10-10,2021,10,10,East Asia,Japan,Chronic,Amlodipine,65+,316,85.84,4702,713,1
2022-11-30,2022,11,30,North America,USA,Chronic,Metformin,46-65,232,53.89,4579,105,0
2025-12-21,2025,12,21,South America,Brazil,Antipyretic,Paracetamol,65+,261,53.09,4710,138,0
2025-12-18,2025,12,18,Africa,Nigeria,Cough_Cold,Cough Syrup,65+,260,59.6,4796,690,0
2022-03-24,2022,3,24,Europe,Germany,Cough_Cold,Cetirizine,0-12,616,86.5,4210,298,0
2023-03-11,2023,3,11,North America,USA,Antibiotic,Amoxicillin,46-65,568,92.33,4482,82,0
2020-01-03,2020,1,3,North America,Canada,Chronic,Metformin,13-25,509,56.88,4298,316,1
2024-09-15,2024,9,15,Europe,UK,Vitamin,Multivitamin,26-45,317,60.32,4873,576,0
2025-04-05,2025,4,5,South Asia,India,Antipyretic,Ibuprofen,46-65,388,24.14,4588,103,0
2024-06-20,2024,6,20,North America,USA,Cough_Cold,Cough Syrup,26-45,480,12.06,4634,591,0
2021-01-14,2021,1,14,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,905,8.36,4032,369,1
2021-12-31,2021,12,31,Oceania,New Zealand,Antipyretic,Paracetamol,26-45,801,37.47,4273,316,1
2025-02-02,2025,2,2,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,1455,48.79,3682,275,0
2021-11-13,2021,11,13,Europe,France,Antibiotic,Azithromycin,65+,648,19.03,4352,153,1
2022-12-15,2022,12,15,South Asia,India,Cough_Cold,Cough Syrup,13-25,179,75.28,4681,551,0
2024-01-03,2024,1,3,South Asia,Sri Lanka,Antibiotic,Azithromycin,46-65,324,34.18,4748,577,0
2024-12-25,2024,12,25,South Asia,India,Chronic,Amlodipine,65+,473,13.27,4532,87,0
2020-11-15,2020,11,15,North America,USA,Vitamin,Vitamin C,65+,557,44.63,4303,312,1
2020-09-18,2020,9,18,North America,Canada,Cough_Cold,Cetirizine,0-12,414,21.24,4781,124,1
2021-07-04,2021,7,4,Africa,Nigeria,Cough_Cold,Cetirizine,26-45,525,47.87,4356,260,1
2025-06-12,2025,6,12,Europe,UK,Antipyretic,Ibuprofen,0-12,304,95.93,4637,541,0
2023-04-21,2023,4,21,Oceania,New Zealand,Antipyretic,Ibuprofen,26-45,354,64.79,4606,376,0
2023-06-10,2023,6,10,South Asia,India,Chronic,Metformin,46-65,373,95.49,4538,569,0
2020-07-26,2020,7,26,South America,Brazil,Antibiotic,Amoxicillin,65+,279,63.32,4610,217,1
2020-05-04,2020,5,4,Europe,France,Chronic,Amlodipine,26-45,347,45.56,4684,184,1
2024-07-06,2024,7,6,East Asia,South Korea,Antibiotic,Azithromycin,46-65,297,23.05,4705,488,0
2021-09-07,2021,9,7,North America,USA,Antipyretic,Paracetamol,26-45,460,70.13,4350,329,1
2022-11-22,2022,11,22,Oceania,Australia,Vitamin,Multivitamin,13-25,252,14.54,4653,175,0
2024-02-15,2024,2,15,Africa,Kenya,Vitamin,Multivitamin,0-12,537,98.78,4600,59,0
2023-07-13,2023,7,13,North America,USA,Antibiotic,Amoxicillin,65+,274,93.05,4719,385,0
2023-06-03,2023,6,3,South Asia,India,Antipyretic,Ibuprofen,0-12,294,19.19,4832,118,0
2024-07-26,2024,7,26,Africa,Nigeria,Vitamin,Multivitamin,46-65,332,97.07,4665,52,0
2025-02-18,2025,2,18,Middle East,UAE,Chronic,Amlodipine,13-25,284,44.31,4687,342,0
2021-06-26,2021,6,26,Oceania,Australia,Cough_Cold,Cetirizine,65+,653,40.05,4330,139,1
2021-11-03,2021,11,3,Middle East,Saudi Arabia,Antibiotic,Azithromycin,26-45,299,60.58,4708,47,1
2024-07-19,2024,7,19,Europe,UK,Antibiotic,Azithromycin,0-12,312,37.82,4547,670,0
2021-10-21,2021,10,21,North America,USA,Vitamin,Multivitamin,46-65,401,47.54,4423,362,1
2022-06-14,2022,6,14,Europe,UK,Antipyretic,Ibuprofen,46-65,376,55.42,4805,695,0
2023-05-17,2023,5,17,East Asia,Japan,Cough_Cold,Cough Syrup,65+,510,76.51,4321,202,0
2021-10-23,2021,10,23,East Asia,South Korea,Vitamin,Vitamin C,13-25,308,63.36,4640,57,1
2021-08-08,2021,8,8,South Asia,Bangladesh,Chronic,Metformin,26-45,343,75.43,4834,535,1
2023-11-02,2023,11,2,South America,Argentina,Antibiotic,Azithromycin,46-65,428,66.8,4712,197,0
2022-10-27,2022,10,27,Africa,Nigeria,Antibiotic,Azithromycin,46-65,256,16.18,4864,526,0
2024-05-25,2024,5,25,North America,USA,Chronic,Amlodipine,26-45,563,31.48,4337,305,0
2024-03-04,2024,3,4,Europe,UK,Antipyretic,Ibuprofen,26-45,567,70.52,4260,512,0
2022-10-18,2022,10,18,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,65+,337,35.39,4716,457,0
2020-04-18,2020,4,18,Europe,France,Antibiotic,Azithromycin,13-25,625,13.17,4375,465,1
2020-09-11,2020,9,11,Africa,Kenya,Cough_Cold,Cetirizine,46-65,576,51.54,4486,310,1
2023-03-07,2023,3,7,Middle East,Saudi Arabia,Chronic,Metformin,65+,629,45.32,4552,304,0
2024-05-03,2024,5,3,South America,Argentina,Vitamin,Vitamin C,13-25,543,42.78,4399,275,0
2025-12-15,2025,12,15,East Asia,Japan,Cough_Cold,Cough Syrup,65+,299,80.27,4845,558,0
2020-01-18,2020,1,18,Oceania,New Zealand,Cough_Cold,Cough Syrup,13-25,464,77.64,4424,326,1
2022-02-03,2022,2,3,East Asia,Japan,Antipyretic,Paracetamol,65+,635,67.59,4433,277,0
2025-09-28,2025,9,28,Africa,Kenya,Antipyretic,Ibuprofen,26-45,306,66.09,4849,247,0
2020-10-06,2020,10,6,North America,USA,Cough_Cold,Cetirizine,13-25,397,75.2,4534,484,1
2020-01-08,2020,1,8,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,26-45,644,77.19,4439,274,1
2021-05-07,2021,5,7,East Asia,South Korea,Vitamin,Vitamin C,46-65,376,61.82,4734,400,1
2024-07-08,2024,7,8,Middle East,UAE,Antibiotic,Azithromycin,65+,292,44.47,4885,642,0
2024-08-03,2024,8,3,East Asia,China,Antipyretic,Ibuprofen,0-12,152,78.99,4685,672,0
2022-04-27,2022,4,27,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,46-65,484,75.69,4482,123,0
2020-01-16,2020,1,16,Europe,UK,Cough_Cold,Cetirizine,26-45,867,23.34,4128,32,1
2020-02-03,2020,2,3,East Asia,Japan,Vitamin,Vitamin C,26-45,1042,42.84,4097,413,1
2023-04-12,2023,4,12,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,0-12,402,81.26,4668,677,0
2023-10-26,2023,10,26,North America,Canada,Chronic,Amlodipine,13-25,226,39.33,4581,164,0
2022-12-24,2022,12,24,Oceania,New Zealand,Antipyretic,Paracetamol,0-12,355,24.39,4775,290,0
2024-01-29,2024,1,29,Oceania,Australia,Cough_Cold,Cough Syrup,46-65,298,74.46,4515,549,0
2023-01-11,2023,1,11,Africa,Kenya,Antipyretic,Ibuprofen,0-12,554,11.82,4456,98,0
2022-10-16,2022,10,16,South America,Brazil,Antibiotic,Azithromycin,46-65,177,30.61,4925,338,0
2025-02-20,2025,2,20,Africa,Kenya,Antipyretic,Paracetamol,46-65,349,68.0,4698,406,0
2021-11-27,2021,11,27,Africa,Nigeria,Antibiotic,Amoxicillin,0-12,529,40.66,4508,245,1
2020-03-17,2020,3,17,Oceania,Australia,Vitamin,Multivitamin,0-12,730,64.44,4148,46,1
2023-10-24,2023,10,24,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,269,85.05,4585,542,0
2022-09-04,2022,9,4,Africa,Nigeria,Vitamin,Vitamin C,26-45,352,31.97,4452,402,0
2021-09-08,2021,9,8,North America,Canada,Antipyretic,Ibuprofen,13-25,200,8.3,4829,323,1
2020-07-06,2020,7,6,Europe,Germany,Vitamin,Vitamin C,13-25,371,80.34,4537,371,1
2022-09-13,2022,9,13,South Asia,Sri Lanka,Vitamin,Multivitamin,0-12,197,96.3,4604,439,0
2024-03-21,2024,3,21,North America,USA,Antibiotic,Amoxicillin,46-65,597,17.47,4399,641,0
2021-04-21,2021,4,21,South Asia,Sri Lanka,Chronic,Metformin,26-45,616,19.69,4472,555,1
2021-04-18,2021,4,18,North America,Canada,Cough_Cold,Cetirizine,13-25,512,18.77,4575,275,1
2020-10-07,2020,10,7,East Asia,Japan,Cough_Cold,Cough Syrup,46-65,434,85.4,4505,462,1
2021-07-02,2021,7,2,South America,Brazil,Cough_Cold,Cough Syrup,13-25,390,67.51,4459,520,1
2020-01-24,2020,1,24,Europe,UK,Cough_Cold,Cough Syrup,65+,970,95.12,4039,254,1
2025-12-21,2025,12,21,Middle East,UAE,Antipyretic,Paracetamol,46-65,260,50.18,4872,593,0
2022-09-19,2022,9,19,East Asia,South Korea,Chronic,Metformin,26-45,255,61.63,4796,598,0
2020-04-29,2020,4,29,Europe,UK,Chronic,Amlodipine,0-12,399,29.11,4494,659,1
2024-05-02,2024,5,2,South America,Brazil,Antipyretic,Paracetamol,65+,336,85.87,4673,458,0
2023-10-31,2023,10,31,East Asia,South Korea,Cough_Cold,Cough Syrup,26-45,134,21.55,4686,479,0
2024-12-12,2024,12,12,South Asia,Sri Lanka,Antibiotic,Amoxicillin,13-25,444,60.9,4593,366,0
2021-11-01,2021,11,1,Oceania,New Zealand,Chronic,Metformin,13-25,354,40.64,4803,237,1
2020-11-27,2020,11,27,South Asia,Bangladesh,Vitamin,Multivitamin,26-45,476,18.04,4327,603,1
2024-04-06,2024,4,6,North America,Canada,Cough_Cold,Cetirizine,13-25,367,46.37,4641,147,0
2025-10-20,2025,10,20,South America,Brazil,Antibiotic,Azithromycin,0-12,279,81.76,4835,147,0
2024-04-30,2024,4,30,South America,Argentina,Chronic,Amlodipine,46-65,542,95.24,4534,591,0
2025-04-27,2025,4,27,South America,Argentina,Antipyretic,Ibuprofen,0-12,565,26.05,4355,211,0
2020-01-27,2020,1,27,South Asia,Sri Lanka,Antibiotic,Amoxicillin,0-12,462,36.16,4468,174,1
2022-06-30,2022,6,30,North America,Canada,Vitamin,Multivitamin,26-45,467,16.84,4581,199,0
2021-04-15,2021,4,15,North America,Canada,Vitamin,Multivitamin,13-25,499,96.57,4597,230,1
2025-05-18,2025,5,18,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,246,95.95,4814,64,0
2023-02-28,2023,2,28,South Asia,Bangladesh,Chronic,Amlodipine,0-12,461,6.97,4435,476,0
